PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
17.03,46.96,2.89,10.15,5.53,0.5,13.84,21.8,1.51,3.77,0.25,0
20.58,51.83,3.09,9.93,5.76,0.49,10.38,21.95,1.2,3.07,0.21,3
24.0,60.54,2.23,10.84,7.15,0.54,12.07,32.91,1.09,3.83,0.24,3
27.44,70.3,3.41,12.49,6.62,0.54,12.69,28.07,1.18,3.54,0.3,3
24.11,65.16,2.56,9.81,6.81,0.45,8.19,30.44,1.08,2.73,0.21,3
28.43,60.07,1.74,9.49,8.36,0.56,17.06,42.66,1.26,2.14,0.18,3
33.0,72.26,1.11,9.26,7.66,0.58,16.56,34.64,0.69,3.43,0.22,3
37.09,70.85,1.55,7.48,7.56,0.69,12.4,38.42,0.52,3.58,0.15,1
30.05,62.5,1.54,8.62,6.27,0.71,14.7,31.67,1.13,2.43,0.22,3
20.75,45.07,1.4,5.59,6.03,0.48,9.15,25.97,1.09,1.72,0.15,3
13.97,39.04,3.77,7.21,5.55,0.64,10.24,20.32,1.33,2.13,0.23,3
18.72,50.84,3.12,6.06,5.8,0.67,13.03,28.03,1.06,2.11,0.15,3
22.07,63.47,2.2,5.25,6.21,0.62,12.96,40.3,0.51,2.03,0.16,3
19.4,55.83,1.42,7.03,4.36,0.76,10.88,38.75,0.8,1.6,0.15,1
13.49,34.05,1.45,4.2,4.21,0.57,12.69,22.15,0.69,1.25,0.13,3
20.68,38.77,1.56,4.48,4.22,0.63,10.9,26.79,0.71,1.43,0.12,3
16.52,36.76,1.14,3.14,4.47,0.61,8.92,39.57,0.67,2.24,0.12,1
15.91,33.28,0.46,2.04,3.7,0.4,13.09,33.05,0.63,1.54,0.12,3
17.24,43.11,2.53,5.32,3.95,0.58,14.02,30.87,0.78,2.17,0.16,3
25.87,89.0,2.4,9.61,3.98,0.39,11.84,46.66,0.67,2.74,0.25,3
15.77,50.12,1.12,6.04,3.86,0.36,14.45,28.78,0.62,1.37,0.14,3
23.75,68.9,1.94,11.38,3.49,0.64,18.42,19.94,0.33,2.13,0.18,3
25.36,81.59,2.19,20.61,4.81,0.65,22.54,20.53,0.67,2.07,0.21,3
32.7,91.22,2.19,17.13,7.6,0.54,15.71,25.28,0.52,2.02,0.18,3
20.21,57.8,2.65,13.78,6.54,0.51,10.6,26.51,0.16,3.11,0.14,3
11.55,37.66,3.35,13.27,7.05,0.59,12.58,26.46,0.19,2.64,0.12,3
9.39,36.94,2.81,12.29,4.58,0.35,17.07,24.65,0.27,2.25,0.14,0
9.77,35.42,1.48,12.59,3.34,0.32,21.81,28.75,0.01,2.55,0.14,0
21.38,75.6,2.29,19.85,4.32,0.48,23.3,39.42,0.39,2.28,0.23,3
24.68,132.02,8.38,29.05,3.97,0.58,16.03,23.73,0.41,3.95,0.48,1
17.58,59.05,2.68,18.08,4.04,0.48,12.66,27.14,0.25,2.73,0.21,3
28.05,84.5,4.67,18.74,6.85,0.48,12.78,25.81,0.24,1.43,0.13,3
27.98,79.71,2.79,18.31,8.01,0.51,8.71,34.54,0.19,1.79,0.13,3
23.32,70.68,1.97,16.88,5.65,0.66,16.4,34.16,0.38,1.13,0.11,3
15.52,46.14,2.16,15.11,4.67,0.42,13.67,23.72,0.11,1.33,0.18,3
12.11,40.82,2.1,15.46,4.07,0.31,12.72,23.43,0.06,1.73,0.13,0
19.03,60.71,1.99,19.23,4.84,0.4,13.57,35.2,0.05,1.84,0.18,3
27.18,93.8,2.87,23.54,3.53,0.64,26.8,38.05,0.45,2.85,0.27,3
38.9,111.93,1.76,27.29,3.52,0.98,16.06,56.99,0.57,3.44,0.37,1
57.73,211.34,3.54,35.92,5.61,0.78,16.59,58.87,0.7,5.18,0.51,1
44.49,163.62,1.17,22.32,7.12,0.53,16.97,67.99,0.35,2.22,0.38,1
39.76,152.97,1.12,23.24,6.0,0.52,15.33,69.15,0.35,1.97,0.18,1
47.3,136.76,1.53,20.22,7.92,0.64,22.25,68.43,0.3,2.17,0.15,1
39.81,138.9,1.14,18.58,7.81,0.44,13.03,51.98,0.14,1.37,0.12,1
49.19,155.58,0.95,26.89,4.26,0.77,25.9,73.55,0.48,4.0,0.2,1
40.38,112.93,1.4,24.31,5.75,0.7,30.4,74.3,0.34,2.48,0.18,1
44.65,114.79,1.63,19.79,7.06,0.63,19.26,54.72,0.34,2.48,0.12,1
35.5,98.4,1.74,19.29,6.98,0.59,17.83,49.82,0.33,1.68,0.12,1
34.12,88.79,1.7,19.98,6.69,0.7,24.2,42.21,0.14,1.32,0.11,1
41.62,95.91,1.93,20.32,4.91,0.53,21.47,43.36,0.23,2.08,0.12,3
43.1,96.34,2.0,21.71,5.96,0.67,24.72,42.13,0.31,1.77,0.16,3
35.3,89.42,0.8,17.33,4.32,0.47,17.09,44.47,0.06,1.16,0.11,3
40.35,94.6,0.91,18.93,4.17,0.53,23.95,45.97,0.06,1.32,0.11,3
32.33,78.4,1.83,19.42,4.01,0.61,21.27,34.54,0.15,1.24,0.11,1
24.95,74.2,1.86,20.68,3.36,0.49,16.73,19.84,0.1,1.17,0.14,3
30.42,76.95,1.27,16.96,3.25,0.72,13.67,30.35,0.21,1.02,0.11,3
36.5,84.57,1.5,17.83,3.8,0.63,14.71,37.15,0.17,1.46,0.11,3
40.04,98.75,1.7,17.31,4.07,0.89,18.61,48.85,0.21,1.82,0.11,1
40.51,99.45,0.71,16.93,3.35,0.51,14.62,54.63,0.14,1.55,0.14,3
38.88,86.09,1.31,18.0,4.51,0.47,13.86,51.56,0.14,1.27,0.11,1
36.31,77.21,1.47,18.03,4.47,0.52,17.79,42.23,0.14,1.09,0.11,3
38.7,82.24,1.45,16.29,4.22,0.48,15.76,42.04,0.14,1.06,0.11,3
33.52,79.78,2.11,26.44,3.85,0.57,19.96,45.17,0.23,2.96,0.15,3
36.8,75.96,0.97,17.39,4.06,0.51,14.55,48.97,0.03,1.06,0.12,3
41.89,99.66,1.66,22.98,4.84,0.77,17.7,39.43,0.16,1.62,0.19,1
41.47,90.61,0.72,18.25,4.59,0.5,16.21,54.72,0.05,1.29,0.13,1
31.52,73.42,1.39,20.17,4.0,0.45,18.1,43.53,0.13,1.09,0.13,3
39.73,104.78,1.54,27.54,3.61,0.95,17.17,42.88,0.17,2.37,0.24,1
36.24,84.55,0.66,19.93,4.56,0.46,21.35,54.64,0.06,1.09,0.11,3
24.16,59.22,1.81,26.79,12.18,0.53,26.62,41.27,0.28,1.46,0.16,3
23.12,57.48,1.52,24.2,5.86,0.52,23.46,56.71,0.15,1.38,0.12,3
31.95,71.15,2.87,26.2,7.52,0.58,17.18,55.48,0.03,1.32,0.14,3
26.02,66.47,0.73,20.95,5.5,0.52,15.99,75.1,0.07,1.06,0.12,3
22.19,63.59,2.62,25.07,5.06,0.5,18.35,62.52,0.13,1.19,0.18,3
13.91,48.33,3.61,24.16,4.78,0.37,14.02,44.59,0.08,1.26,0.12,3
11.81,43.2,5.0,29.99,4.69,0.34,13.82,41.43,0.09,1.65,0.13,0
10.02,31.73,4.88,33.11,3.35,0.49,17.28,38.1,0.2,2.31,0.1,0
9.55,31.71,3.23,24.02,2.09,0.36,16.48,32.84,0.27,1.13,0.12,0
17.42,69.93,1.53,18.88,3.49,0.38,14.79,38.49,0.08,0.96,0.2,3
19.25,71.73,0.8,18.26,2.01,0.31,9.68,47.37,0.22,1.39,0.1,3
23.99,66.09,3.71,28.19,4.94,0.49,14.94,30.27,0.18,3.67,0.18,3
23.62,68.06,7.98,36.52,2.85,0.46,13.66,30.54,0.27,3.55,0.44,3
21.28,72.04,2.87,27.95,4.57,0.44,18.83,38.25,0.27,3.08,0.19,3
14.03,40.6,3.87,25.45,4.45,0.45,18.94,34.87,0.28,1.73,0.14,3
17.9,39.22,2.87,29.14,4.79,0.57,16.39,32.98,0.18,2.02,0.15,0
17.07,40.3,1.54,25.75,5.54,0.5,16.01,36.19,0.04,1.81,5.99,0
13.45,34.6,1.0,24.16,4.77,0.46,14.9,40.53,0.06,1.31,0.2,0
15.93,32.7,1.43,20.53,5.4,0.43,16.53,42.92,0.11,1.04,0.11,3
19.8,34.77,2.36,30.66,4.41,0.76,14.36,38.26,0.08,2.31,0.28,3
21.45,38.36,4.83,36.24,4.23,0.73,17.88,24.68,0.08,2.16,0.31,3
12.45,30.36,3.08,26.62,3.09,0.53,17.43,27.85,0.1,1.04,0.17,3
9.57,26.83,2.1,22.0,3.36,0.36,19.5,32.37,0.07,0.44,0.1,0
11.55,25.16,1.2,22.16,2.1,0.35,17.0,40.21,0.03,0.41,0.1,0
13.4,23.95,4.39,29.37,2.9,0.42,16.27,29.58,0.11,0.91,0.24,0
12.05,24.42,6.49,29.88,2.4,0.59,13.78,23.41,0.07,0.72,0.12,3
14.54,32.83,7.23,30.62,2.68,0.61,12.6,27.29,0.09,0.67,0.1,3
8.4,21.46,11.11,30.36,2.7,0.57,14.32,26.69,0.27,0.83,0.16,3
10.31,22.14,8.27,25.22,2.46,0.62,16.24,22.99,0.23,1.38,0.59,3
13.91,38.67,2.55,18.0,3.43,0.58,18.86,26.64,0.21,0.49,0.16,3
15.17,40.56,0.93,18.2,1.28,0.39,23.12,30.24,0.09,0.56,0.16,0
13.1,34.85,2.64,22.88,1.91,0.33,17.88,25.83,0.17,0.97,0.17,0
11.3,31.96,4.61,23.47,1.62,0.28,17.09,27.47,0.11,0.82,0.15,0
13.03,29.59,5.45,25.64,2.13,0.51,20.09,32.1,0.15,1.14,0.11,3
11.17,25.03,5.24,26.2,2.44,0.34,23.89,26.88,0.2,1.2,0.11,0
11.65,27.15,5.28,22.68,2.06,0.56,22.58,25.94,0.15,2.15,0.18,3
17.22,34.78,1.25,4.58,3.6,0.42,14.79,36.77,0.2,1.3,0.25,0
12.68,20.52,0.74,3.7,2.84,0.4,15.89,31.62,0.03,0.56,0.17,0
10.73,22.63,2.92,9.95,2.99,0.36,16.35,32.13,0.12,1.45,0.22,0
14.44,40.44,4.68,17.05,2.72,0.47,15.46,27.69,0.18,2.6,0.29,0
21.86,56.69,4.74,19.35,5.9,0.45,19.19,31.87,0.44,16.07,0.39,3
16.18,39.97,3.29,16.01,5.05,0.43,12.93,35.8,0.18,2.28,0.21,3
22.28,42.15,2.14,13.16,6.07,0.54,20.51,33.08,0.08,1.4,0.26,0
11.14,18.23,1.11,5.65,5.5,0.44,13.82,37.65,0.05,1.13,0.26,0
14.72,22.46,1.25,4.64,4.81,0.49,9.71,34.63,0.03,0.98,0.18,0
12.89,26.39,2.53,9.64,4.25,0.5,15.68,29.49,0.09,1.26,0.2,0
13.53,23.73,8.56,12.71,3.87,0.42,15.77,22.09,0.09,0.98,0.16,0
7.48,15.84,4.57,10.04,3.4,0.38,12.51,20.01,0.09,0.96,0.15,0
12.52,30.89,1.4,3.94,3.12,0.55,14.14,22.33,0.13,0.94,0.16,3
13.25,37.61,0.65,2.08,2.17,0.33,12.58,22.05,0.0,0.38,0.1,0
10.89,26.77,5.81,11.39,2.47,0.56,21.15,19.61,0.1,0.84,0.15,3
8.0,22.87,5.36,10.03,1.87,0.31,14.72,22.5,0.19,0.98,0.13,0
10.62,26.84,2.17,4.4,2.59,0.38,11.66,24.46,0.2,0.88,0.11,0
8.71,21.35,1.77,4.43,2.43,0.39,13.83,20.11,0.06,0.5,0.21,0
6.85,13.3,1.61,1.52,2.44,0.46,13.29,18.07,0.04,0.26,0.1,3
9.31,19.98,1.48,3.35,4.4,0.32,11.83,20.23,0.09,0.36,0.1,0
7.53,24.18,2.74,6.1,6.38,0.34,26.08,26.62,0.35,0.49,0.1,0
6.89,13.83,2.96,6.48,6.28,0.34,13.35,21.06,0.06,0.61,0.12,0
7.35,18.12,3.22,6.38,6.23,0.46,11.57,21.64,0.22,0.5,0.1,3
7.45,19.56,3.47,7.66,6.31,0.27,11.94,22.68,0.29,0.5,0.1,0
10.88,30.31,3.17,10.11,6.98,0.41,11.86,22.62,0.12,1.08,0.16,0
13.49,37.83,2.45,7.57,7.17,0.5,19.01,27.18,0.29,0.78,0.28,3
16.6,47.35,2.07,6.74,6.66,0.6,15.64,31.28,0.28,0.94,0.14,3
24.56,47.61,2.23,9.16,14.56,0.58,18.9,33.97,0.19,1.87,0.52,3
15.75,34.12,2.8,9.34,12.08,0.4,28.32,36.06,0.16,1.66,0.17,0
17.54,31.8,2.74,9.58,13.57,0.42,20.69,28.25,0.28,3.35,0.12,0
15.8,44.75,3.71,12.43,14.64,0.62,11.3,36.47,0.12,0.95,0.23,3
14.98,36.58,4.5,13.97,15.31,0.47,14.17,29.78,0.12,0.75,0.14,0
10.11,23.08,23.03,14.19,24.24,0.45,16.84,23.09,0.13,0.99,0.13,0
23.31,39.09,2.21,12.18,17.46,0.55,18.77,31.69,0.05,1.04,0.3,0
27.63,44.01,3.3,11.48,17.92,0.89,18.89,31.23,0.15,1.48,0.26,3
21.05,31.3,5.93,14.29,11.94,0.7,12.85,24.81,0.16,2.59,0.27,0
18.12,33.96,5.09,11.78,12.69,0.46,14.24,17.41,0.12,2.45,0.54,0
7.09,24.44,2.65,7.41,10.75,0.65,13.87,29.37,0.14,1.13,0.27,3
7.08,21.25,3.19,7.96,9.64,0.45,13.99,26.75,0.05,1.45,0.37,0
9.79,26.48,3.35,11.9,8.4,0.65,14.02,30.06,0.08,1.85,0.39,3
32.29,56.07,2.67,12.02,12.43,0.72,15.53,47.76,0.37,4.97,0.46,3
40.0,67.65,3.08,13.18,12.31,0.64,15.3,51.95,0.34,4.49,0.32,3
19.31,36.71,5.32,13.02,10.32,0.52,11.22,28.81,0.26,4.8,0.42,3
9.48,25.78,3.47,11.3,9.41,0.58,12.14,27.95,0.13,2.5,0.32,0
13.78,24.72,3.08,10.61,10.25,0.47,11.83,29.61,0.21,3.14,0.24,0
8.12,21.82,1.93,7.85,8.66,0.53,11.39,34.36,0.08,2.0,0.18,3
9.99,25.65,3.25,12.56,8.36,0.72,8.72,29.54,0.2,3.97,0.22,3
9.29,20.41,8.72,16.43,7.32,0.59,11.26,25.66,0.25,2.18,0.28,0
11.75,23.54,3.84,13.51,8.03,0.72,10.68,23.48,0.15,1.74,0.16,3
7.14,23.73,4.15,11.84,7.79,0.5,8.21,28.73,0.19,1.11,0.23,0
7.53,26.41,3.75,10.7,7.21,0.46,5.29,25.04,0.14,1.46,0.16,0
11.82,27.75,3.59,11.1,7.35,0.72,9.54,24.82,0.2,3.1,0.22,3
18.57,36.29,3.0,9.97,8.32,0.76,14.66,22.53,0.23,3.37,0.22,0
38.32,53.68,3.85,9.76,7.89,0.55,18.55,30.26,0.24,2.71,0.17,3
19.51,39.12,3.98,13.01,8.33,0.65,15.46,29.36,0.22,3.84,0.24,0
18.54,35.57,6.02,13.63,8.18,0.62,12.08,28.76,0.2,2.33,0.22,0
12.01,28.41,7.47,13.82,6.44,0.64,11.34,25.6,0.27,4.01,0.29,0
12.95,35.12,6.0,13.44,6.68,0.58,12.65,31.2,0.17,2.21,0.2,3
18.41,39.48,7.8,11.45,7.12,0.6,11.51,31.08,0.16,1.6,0.16,0
42.98,74.55,5.08,15.53,9.29,0.67,12.3,45.78,0.31,2.35,0.18,3
56.76,101.39,4.62,20.7,10.74,0.68,17.89,41.87,0.44,5.99,0.21,3
78.45,137.41,6.19,26.0,11.21,0.82,29.06,42.11,0.59,5.45,0.28,1
89.53,148.15,4.0,22.79,13.0,0.89,20.75,42.72,0.79,9.7,0.27,1
85.95,135.44,4.35,24.78,13.37,1.04,15.74,47.62,0.58,5.05,0.22,1
81.5,128.86,3.06,20.13,13.9,0.93,21.32,52.53,0.46,4.72,0.17,1
77.93,128.41,2.23,14.09,13.92,0.75,20.18,58.79,0.59,4.45,0.19,1
51.46,82.75,1.84,12.24,11.48,0.64,11.75,44.89,0.49,2.46,0.12,1
39.26,68.41,2.81,16.23,10.87,0.67,10.97,39.44,0.33,2.9,0.11,3
37.5,69.2,4.33,20.42,10.74,0.91,11.84,34.42,0.22,2.58,0.16,3
45.41,76.67,2.6,14.75,10.82,0.64,13.6,50.03,0.26,4.34,0.1,3
50.33,91.06,3.02,16.68,10.46,0.93,10.82,59.48,0.36,2.64,0.24,1
60.86,97.67,2.41,13.27,10.84,0.8,15.36,60.81,0.28,3.78,0.11,3
64.88,104.25,2.5,15.42,11.54,1.04,15.4,47.96,0.35,4.66,0.17,1
63.97,109.47,2.43,18.14,11.38,0.83,22.37,37.65,0.21,4.76,0.12,1
42.45,72.25,2.7,14.32,10.74,0.81,15.71,37.44,0.16,2.7,0.14,3
62.31,89.89,2.51,14.9,12.77,1.0,16.91,49.95,0.22,1.34,0.18,3
80.27,113.24,2.34,12.84,13.44,0.79,14.86,60.68,0.31,1.85,0.12,1
63.19,97.39,2.34,13.46,11.1,0.98,12.61,65.38,0.48,2.41,0.1,1
53.15,87.02,2.74,15.54,9.58,0.65,7.74,55.76,0.6,12.8,0.11,3
63.39,100.23,2.4,15.36,11.13,0.71,12.64,48.1,0.63,6.28,0.17,3
76.12,111.89,1.96,16.19,11.83,0.83,13.3,51.68,0.66,8.57,0.17,1
83.5,121.3,2.75,15.78,13.62,0.81,14.34,61.97,0.56,4.21,0.14,1
79.85,124.9,2.61,16.51,13.29,1.15,17.76,62.87,0.73,3.13,0.16,1
68.76,109.47,2.82,21.1,11.88,0.92,19.3,55.76,0.71,6.18,0.2,1
57.83,88.67,2.46,14.13,10.05,0.78,15.1,51.67,0.4,2.13,0.15,1
35.69,63.76,2.11,14.42,9.11,0.67,14.59,43.35,0.49,8.64,0.14,3
55.2,86.24,2.55,12.3,11.27,0.81,18.46,44.15,0.21,4.76,0.1,3
55.72,86.96,2.85,13.9,14.4,0.7,10.3,42.3,0.21,1.95,0.1,3
63.99,97.97,2.93,14.49,17.28,0.72,14.19,43.47,0.28,2.0,0.1,3
77.57,114.45,3.06,14.81,20.71,0.83,14.99,56.45,0.36,1.69,0.11,1
82.76,122.21,3.15,22.64,18.82,0.78,29.74,55.26,0.85,8.1,0.14,1
90.54,132.55,3.23,23.89,16.04,1.0,19.16,63.55,0.73,6.25,0.1,1
39.12,69.06,5.93,24.73,14.14,0.77,10.8,34.82,0.71,8.37,0.13,3
51.44,82.17,4.9,22.53,13.61,0.68,12.58,36.02,0.76,4.92,0.16,3
38.89,66.08,3.95,18.7,13.46,0.62,10.22,36.73,0.88,12.73,0.15,3
35.8,62.14,3.3,16.11,16.42,0.62,12.83,39.73,0.49,4.63,0.12,3
39.06,63.53,2.22,13.1,14.38,0.55,13.87,41.66,0.44,12.72,0.1,3
47.53,79.0,2.62,17.58,13.85,0.65,17.05,41.13,0.66,10.29,0.19,3
46.6,78.44,4.18,17.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,3
67.15,107.1,4.36,25.62,19.74,0.84,12.22,47.84,1.2,9.82,0.25,3
66.82,105.01,2.43,17.15,19.94,0.75,12.67,53.85,1.3,12.96,0.23,1
83.16,120.25,2.51,17.41,23.06,0.76,17.03,49.59,1.33,14.69,0.13,1
79.92,119.82,2.56,19.92,20.43,0.9,23.63,43.53,0.87,3.69,0.15,1
83.64,118.52,1.83,15.67,19.48,0.84,16.5,50.47,0.94,4.12,0.12,1
72.34,103.82,1.6,13.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,1
72.99,104.91,1.88,13.46,17.61,0.69,11.56,57.63,0.93,4.69,0.12,1
76.56,115.06,1.87,14.77,16.52,0.82,14.21,56.77,0.98,5.28,0.11,1
84.51,120.22,1.73,13.16,14.6,0.95,17.69,54.0,1.19,3.31,0.12,1
50.52,81.46,2.37,14.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,1
41.79,73.58,3.48,17.65,13.75,0.63,14.1,29.21,0.74,2.45,0.13,3
57.09,88.15,2.19,15.8,15.74,0.78,9.56,35.44,0.92,2.46,0.12,3
74.45,110.95,1.54,12.5,16.66,0.75,19.09,59.61,1.04,2.28,0.15,1
59.42,90.44,1.63,12.73,14.39,0.92,20.55,63.08,0.87,6.68,0.15,1
49.5,80.8,1.67,12.64,14.44,0.64,17.14,64.8,0.7,1.44,0.11,3
59.64,88.85,1.67,12.12,14.99,0.77,17.53,57.26,0.89,3.38,0.12,3
42.46,65.39,1.72,12.17,14.75,0.73,17.09,55.17,0.79,2.12,0.11,3
39.07,62.93,1.81,13.53,14.43,0.69,22.14,43.7,0.77,3.4,0.17,3
22.79,38.35,2.27,18.79,14.34,0.64,19.87,23.59,0.6,5.88,0.24,0
37.81,56.66,1.73,12.98,20.69,0.63,14.68,36.53,0.6,1.94,0.14,3
38.82,61.4,1.9,11.64,21.22,0.65,18.74,48.53,0.58,1.28,0.11,3
69.49,97.7,1.95,12.04,20.46,0.68,17.89,59.37,0.71,1.24,0.1,1
53.32,75.4,1.81,11.47,16.98,0.64,15.37,53.9,0.55,1.0,0.1,1
37.23,62.09,1.83,13.23,15.63,0.53,13.54,46.31,0.5,0.92,0.11,3
51.22,84.62,3.18,21.49,17.07,0.67,20.19,36.26,0.85,4.41,0.21,3
66.57,100.98,1.91,16.47,18.55,0.76,18.45,37.24,0.65,2.92,0.19,1
78.28,109.42,2.34,16.82,18.62,0.8,24.75,47.01,0.74,3.26,0.12,1
85.67,121.55,2.61,20.64,20.95,0.95,32.97,47.84,1.08,5.83,0.22,1
82.66,111.92,1.62,14.0,19.57,0.85,17.11,56.49,0.91,1.78,0.13,1
68.4,90.93,1.72,11.06,19.03,0.76,18.33,48.09,0.79,1.9,0.13,1
56.44,75.95,1.57,10.33,21.41,0.64,9.86,47.51,0.52,2.58,0.1,1
45.81,66.69,2.1,11.52,15.1,0.66,15.86,44.3,0.52,1.06,0.1,3
31.59,51.42,2.23,8.68,12.88,0.6,12.33,35.43,0.23,0.95,0.1,3
36.62,58.14,2.01,10.43,13.99,0.69,16.57,35.86,0.26,0.79,0.1,3
31.22,57.33,3.69,16.9,14.42,0.63,14.64,33.25,0.38,1.44,0.14,3
29.88,55.3,4.31,15.62,16.82,0.63,14.09,35.92,0.41,1.34,0.14,3
37.56,65.26,2.86,14.76,17.54,0.65,14.71,41.22,0.37,1.33,0.11,3
59.33,93.3,3.08,17.94,18.24,0.75,18.29,40.9,0.43,1.41,0.15,3
61.4,96.6,2.53,15.34,18.05,0.73,23.54,43.29,0.69,2.14,0.14,1
51.18,76.33,1.67,11.66,18.53,0.64,18.69,46.21,0.49,0.9,0.1,3
38.39,63.99,2.48,15.39,16.55,0.61,20.0,36.83,0.46,1.14,0.15,3
34.56,62.65,2.89,16.51,17.89,0.57,19.73,44.57,0.42,0.92,0.13,3
33.62,60.66,2.5,14.78,16.7,0.52,20.29,36.88,0.32,0.61,0.12,3
29.98,51.68,2.24,9.21,17.48,0.52,12.76,32.35,0.23,0.36,0.11,3
32.18,60.01,2.65,13.11,15.9,0.55,15.43,36.9,0.31,0.65,0.1,3
26.72,53.9,3.71,15.53,15.51,0.49,19.06,32.28,0.34,0.8,0.12,3
21.22,43.36,2.75,12.12,13.05,0.45,18.25,31.33,0.24,0.49,0.12,3
19.94,42.27,2.1,10.35,13.25,0.47,13.38,31.97,0.26,0.91,0.13,0
24.44,47.41,3.38,12.27,14.49,0.54,15.16,30.12,0.36,0.95,0.17,0
27.24,49.64,3.19,14.18,14.24,0.52,16.38,32.33,0.36,0.82,0.17,3
25.74,46.38,2.92,11.44,15.08,0.52,19.32,36.58,0.33,0.67,0.13,3
20.12,42.08,4.32,14.78,14.0,0.52,15.01,27.59,0.38,1.08,0.17,0
16.85,37.38,2.13,9.88,14.69,0.44,18.3,36.72,0.18,0.33,0.13,0
22.46,41.78,1.94,10.81,15.98,0.38,20.25,35.46,0.23,0.33,0.1,0
38.73,63.42,2.15,16.17,15.89,0.62,17.41,35.62,0.69,2.28,0.17,3
36.26,56.64,2.36,14.25,18.78,0.53,17.68,46.43,0.58,1.45,0.12,3
45.14,73.27,2.37,13.84,18.61,0.6,18.99,53.62,0.64,1.74,0.14,3
59.61,94.82,2.4,17.03,19.76,0.67,21.32,55.77,0.74,3.79,0.13,3
61.24,99.2,3.15,25.9,20.39,0.64,34.59,46.13,0.73,2.66,0.21,1
43.11,76.55,2.24,16.21,18.22,0.52,23.05,46.64,0.45,1.41,0.13,3
64.53,110.64,2.58,23.25,21.25,0.78,27.95,53.69,1.01,5.19,0.37,1
37.53,64.2,1.97,14.1,21.98,0.44,15.75,40.59,0.41,1.1,0.14,3
29.12,54.82,3.8,14.06,18.64,0.44,19.12,41.62,0.39,1.15,0.14,3
31.68,62.23,2.77,14.53,18.14,0.48,20.98,37.94,0.46,1.51,0.18,3
40.98,69.15,2.22,14.6,19.11,0.46,18.62,39.9,0.33,0.97,0.14,3
49.1,74.88,2.17,12.98,17.4,0.44,17.74,49.28,0.31,0.67,0.14,3
35.92,61.83,1.79,11.83,13.53,0.47,16.2,42.11,0.38,1.02,0.16,3
27.13,54.16,1.78,12.98,10.6,0.48,20.2,39.74,0.49,6.94,0.13,3
34.81,62.43,1.99,14.44,12.6,0.77,13.0,44.47,0.44,2.7,0.15,3
31.66,53.22,1.94,9.29,14.42,0.62,15.94,46.68,0.18,1.19,0.12,3
24.86,47.43,2.38,10.73,12.94,0.61,16.73,39.9,0.22,0.5,0.12,3
31.28,59.42,2.46,13.15,15.78,0.81,19.56,40.48,0.43,1.57,0.18,3
38.85,67.95,2.65,13.49,14.82,0.86,22.27,43.97,0.28,1.8,0.16,3
31.99,57.18,2.22,10.99,14.0,0.66,23.6,51.47,0.43,1.47,0.11,3
35.99,59.72,1.87,10.24,13.49,0.52,18.21,51.81,0.32,0.83,0.12,3
32.99,56.46,1.68,8.29,12.67,0.48,19.32,52.32,0.26,0.5,0.13,3
39.84,62.14,2.35,11.69,12.86,0.56,24.7,49.09,0.25,0.63,0.17,3
40.19,64.95,2.55,10.71,12.84,0.58,22.82,45.68,0.27,0.64,0.14,3
35.95,59.47,2.76,12.61,12.21,0.55,17.88,38.71,0.28,0.69,0.12,3
20.14,31.66,2.18,7.85,10.82,0.49,18.35,26.21,0.13,0.32,0.1,0
14.26,24.49,2.46,6.19,10.4,0.52,12.13,26.65,0.13,0.29,0.1,0
10.28,22.95,2.09,8.15,8.47,0.49,29.5,24.62,0.1,0.42,0.1,0
12.37,22.79,3.17,9.77,9.65,0.54,18.18,19.25,0.09,0.69,0.1,0
10.63,22.11,2.43,7.78,9.32,0.46,25.19,24.48,0.09,0.56,0.1,0
23.78,44.16,1.98,8.07,9.98,0.49,21.65,27.22,0.11,0.65,0.18,0
25.83,45.42,2.21,7.94,9.82,0.47,22.1,28.67,0.18,0.78,0.19,0
27.28,47.52,2.65,9.42,10.82,0.57,19.49,28.25,0.19,0.88,0.13,0
31.49,49.92,1.93,8.93,10.09,0.64,19.67,34.5,0.18,0.6,0.1,3
19.45,36.11,2.41,9.54,9.35,0.58,16.2,31.44,0.11,0.56,0.1,0
18.86,35.92,2.32,8.13,9.31,0.55,19.8,32.35,0.1,0.56,0.1,3
15.23,28.92,2.14,7.4,10.07,0.49,25.54,28.78,0.08,0.51,0.1,0
13.9,26.07,1.78,5.15,8.51,0.49,23.29,25.43,0.04,0.29,0.15,0
26.01,50.98,1.54,4.65,8.62,0.45,24.44,29.73,0.07,0.33,0.1,3
17.19,39.17,1.39,4.81,7.58,0.46,20.71,28.52,0.08,0.42,0.14,0
16.77,35.65,1.38,4.29,7.58,1.47,18.95,27.74,0.07,0.33,0.1,1
23.67,44.23,1.58,4.99,7.93,0.66,18.8,29.32,0.15,0.66,0.16,1
25.36,50.63,1.51,4.69,8.2,0.23,21.49,37.28,0.08,0.31,0.1,3
25.12,52.01,1.52,4.71,7.88,0.25,22.1,43.19,0.09,0.39,0.15,3
26.96,53.31,1.29,5.11,7.91,0.37,19.29,38.57,0.13,0.65,0.1,3
